cycle,time_ps,state,lambda_meso,lambda_threo,selected_probability,energy_selected_kj_mol,meso_signed_volume_nm3,threo_signed_volume_nm3,meso_improper_deg,threo_improper_deg,bias_increment
2462,29.62,4,0.4,0.6,0.16948754706547628,-157111.94679016495,-0.002457985207310522,0.002544424406955042,30.018857710362614,35.18145045885027,0.3125
2463,29.63,4,0.4,0.6,0.554994988711835,-157159.1795391519,-0.0024514441418447015,0.0022010941882215002,30.74302491376648,30.290264163335763,0.3125
2464,29.64,3,0.30000000000000004,0.7,0.516298612839877,-157089.85508243748,-0.0022185664771948088,0.0021074505976437837,29.079674901505825,30.593587753165547,0.3125
2465,29.65,3,0.30000000000000004,0.7,0.2582430928755953,-157035.07806091124,-0.002537317156042264,0.002604497209913073,31.821792232115218,35.16131830085007,0.3125
2466,29.66,4,0.4,0.6,0.2182149282860805,-157043.9631017982,-0.0023664671118513916,0.0027298978370886105,29.568409586526165,38.695892501977596,0.3125
2467,29.67,5,0.5,0.5,0.5949522804947877,-157195.51184432604,-0.0023353668303174183,0.002128361012120837,28.2549310874475,31.49865527448835,0.3125
2468,29.68,5,0.5,0.5,0.509944680229948,-157034.68375716533,-0.002538891269550229,0.0023280631667604826,31.4181317101839,33.467523228148146,0.3125
2469,29.69,4,0.4,0.6,0.5409360338871145,-157148.27086122535,-0.0024615737389837166,0.0025515845420480015,29.474841311502672,33.0763002518166,0.3125
2470,29.7,4,0.4,0.6,0.5690369807824602,-157094.22965808265,-0.002281959865177515,0.002267921231909711,31.817297422000205,32.40853013896608,0.3125
2471,29.71,3,0.30000000000000004,0.7,0.7480489860547875,-157087.98567076493,-0.002678846475272154,0.0024172446948140477,33.498177011978264,34.14548944587737,0.3125
2472,29.72,5,0.5,0.5,0.06829024580465791,-157116.29530923857,-0.0025011081522917167,0.0025277819940233105,30.495649292737326,34.61805514684054,0.3125
2473,29.73,5,0.5,0.5,0.2658628537656369,-157151.1522690419,-0.0021633358671176127,0.0025093741383621056,25.81722087297318,34.98399611628368,0.3125
2474,29.74,5,0.5,0.5,0.4290906507082879,-157098.95834085083,-0.0025648680300213167,0.002351984516168152,29.38530742675428,33.37298266726819,0.3125
2475,29.75,6,0.6000000000000001,0.3999999999999999,0.8565052056990617,-157167.0359296998,-0.0020922412066009875,0.0022315628448474137,25.86095702049455,33.09866532634845,0.3125
2476,29.76,6,0.6000000000000001,0.3999999999999999,0.33328933209817746,-157266.48670981603,-0.0024800343429271757,0.0024159119169517886,31.840147765729938,31.93373516911738,0.3125
2477,29.77,6,0.6000000000000001,0.3999999999999999,0.4440913257070792,-157167.48595926445,-0.0025843301049720377,0.002612346661847299,32.22886456471545,33.93467951899779,0.3125
2478,29.78,5,0.5,0.5,0.4273148961791006,-157208.7500691236,-0.002283226460703558,0.002392841182491164,29.892583973414908,33.69212284798878,0.3125
2479,29.79,4,0.4,0.6,0.6453086745670026,-157142.73027800195,-0.002721981822125812,0.0021249038321867744,32.58949585508995,28.657817902410045,0.3125
2480,29.8,4,0.4,0.6,0.45283264356752134,-157072.50916144202,-0.0021592380090747327,0.0024903548580735907,26.32436077248962,35.72534576715399,0.3125
2481,29.81,3,0.30000000000000004,0.7,0.7004601445511437,-157185.6666996935,-0.002094094727320523,0.0025707558144715337,25.6625963388084,34.204409234301714,0.3125
2482,29.82,3,0.30000000000000004,0.7,0.6523512878161001,-157104.57947584672,-0.0026330358317149896,0.002499329388528036,31.216550338427833,34.148569897224576,0.3125
2483,29.83,2,0.2,0.8,0.6172983439880001,-157126.64742799022,-0.0024305791570926154,0.002417590480402229,29.94365423273982,33.924853108081784,0.3125
2484,29.84,2,0.2,0.8,0.9366869203470941,-157215.70940555964,-0.002304231204378062,0.002348204297368803,28.70402894357254,35.637693670763106,0.3125
2485,29.85,2,0.2,0.8,0.9036624286318552,-157151.3348374498,-0.0025986107528850316,0.0024431094279329033,31.560027182742903,34.75117045166488,0.3125
2486,29.86,2,0.2,0.8,0.8902456459604745,-157126.11079362707,-0.0021375837162642096,0.00240003566174679,27.631186028647708,37.739958349486194,0.3125
2487,29.87,2,0.2,0.8,0.6276259649184277,-157209.39306153936,-0.002135107258886168,0.0022604326270059183,27.01350004171867,35.47215918622537,0.3125
2488,29.88,1,0.1,0.9,0.45708466457439,-157231.9668848226,-0.0026663903252618242,0.0024158128409376865,33.25918290151465,34.98243169331065,0.3125
2489,29.89,1,0.1,0.9,0.22527844108857867,-157123.55463735427,-0.0022163809332242813,0.0025357000347463014,28.661330057751204,37.72111583249197,0.3125
2490,29.9,1,0.1,0.9,0.9821208237578904,-157093.68084652952,-0.0024731826720724177,0.002343860336191194,33.098002598285674,34.34497661555169,0.3125
2491,29.91,1,0.1,0.9,0.9828299447089369,-157267.55101053914,-0.002502796336064363,0.0025438663878557606,29.417782012204917,36.70102152004366,0.3125
2492,29.92,1,0.1,0.9,0.9915411762217635,-157353.49017804684,-0.0024393940491023065,0.002262350760264141,30.997121305888747,35.72181865025824,0.3125
2493,29.93,1,0.1,0.9,0.9986241933545523,-157324.31392616165,-0.002500126617895365,0.002215333882720908,31.06698327863638,34.33976548975904,0.3125
2494,29.94,1,0.1,0.9,0.9974805886885189,-157316.2373836813,-0.0023943053155022,0.002490648948967741,33.33151608232882,34.324835618136326,0.3125
2495,29.95,1,0.1,0.9,0.9926565085188742,-157209.2513020645,-0.0022525276002394513,0.002639953091605779,30.896670221935047,35.402966828388756,0.3125
2496,29.96,1,0.1,0.9,0.957165245371222,-157250.22070597927,-0.0025074199860529852,0.0021934254773937263,33.817542878688414,33.64817706842626,0.3125
2497,29.97,2,0.2,0.8,0.2430340858893472,-157172.77701081813,-0.0027871393350746222,0.0024110453392645935,35.02479323619736,36.098185906651025,0.3125
2498,29.98,2,0.2,0.8,0.9257667636888011,-157242.24381285429,-0.002164706137351643,0.002654130086732946,26.30040277067711,39.73417461254203,0.3125
2499,29.99,2,0.2,0.8,0.894408056182396,-157142.35457861674,-0.002257474658939154,0.002067654157398308,28.8593287573765,28.384386784453284,0.3125
2500,30.0,2,0.2,0.8,0.8370823717955104,-157270.79262651317,-0.002373996780425,0.002355137451488258,30.511192079321226,36.02444429411632,0.15625
2501,30.01,2,0.2,0.8,0.8861788294224978,-157239.42601408265,-0.0025358441667224824,0.002439481332601821,30.900449403388148,33.78797937978436,0.15625
2502,30.02,3,0.30000000000000004,0.7,0.6900747799348751,-157054.11909358064,-0.0024921984780665782,0.002390715455942629,31.82289006748603,35.772142788743665,0.15625
2503,30.03,3,0.30000000000000004,0.7,0.8946673863279162,-157285.5845863694,-0.002482063813309104,0.002673174136249434,29.973678584995447,36.08728942120996,0.15625
2504,30.04,2,0.2,0.8,0.21900988202289254,-157220.70213307856,-0.0022037503231183745,0.0025000344763367243,26.337993370638756,34.167598900924936,0.15625
2505,30.05,3,0.30000000000000004,0.7,0.332763355162607,-157145.07980319508,-0.0022874496252518264,0.0021644454661404583,27.638808327818047,31.080604043651178,0.15625
2506,30.06,3,0.30000000000000004,0.7,0.7861772817062987,-157194.56643928718,-0.002804640679010478,0.002483171071489397,34.25099520523173,36.131351836691394,0.15625
2507,30.07,2,0.2,0.8,0.8233144312515621,-157221.06672595636,-0.0024922772520324823,0.002391332309296488,30.890862217595057,35.67147295272151,0.15625
2508,30.08,1,0.1,0.9,0.9781357338902764,-157332.3844660144,-0.0022022844390815425,0.002221033508953289,32.46190686938235,34.75372141715186,0.15625
2509,30.09,1,0.1,0.9,0.7103205732162655,-157215.50026067736,-0.002430496463281808,0.002810932769100192,29.688750056829328,39.970868269618606,0.15625
2510,30.1,1,0.1,0.9,0.8498375178090907,-157351.13001207256,-0.002279251495850457,0.0024135327052988366,29.937643087568368,36.1602985937902,0.15625
2511,30.11,1,0.1,0.9,0.9928712504818399,-157245.8197436546,-0.0022829254749444127,0.002062486608235289,30.476382211338287,32.782933772814665,0.15625
2512,30.12,1,0.1,0.9,0.989372798690537,-157351.68631544654,-0.0027529755182620196,0.002540401176368538,33.22827963693684,34.706650843789454,0.15625
2513,30.13,1,0.1,0.9,0.9873309260270762,-157143.46226658253,-0.0021611643286974878,0.002497328133176839,29.57852056587165,37.75695005926676,0.15625
2514,30.14,1,0.1,0.9,0.9910200524640196,-157208.85998831457,-0.0025345785846540726,0.0025031641520410755,33.02153573188869,38.693200226589695,0.15625
2515,30.15,1,0.1,0.9,0.9869174329848701,-157311.7034175781,-0.002828087246732136,0.002435381169038844,36.360673272596294,37.627818310460285,0.15625
2516,30.16,1,0.1,0.9,0.9628970053873301,-157315.68087558105,-0.002291464251039607,0.0021884821485008196,30.10697266544221,33.657826683471015,0.15625
2517,30.17,1,0.1,0.9,0.8807219977151731,-157206.99797444453,-0.0023993805686239058,0.0025673352986738526,29.99797138205166,34.08286140647339,0.15625
2518,30.18,1,0.1,0.9,0.5817107107942782,-157185.43014489766,-0.0023232350420932355,0.0025182646485569227,29.80760094696374,36.70311627528342,0.15625
2519,30.19,2,0.2,0.8,0.14341669730755158,-157307.7654884315,-0.002465790123065781,0.002353939552586841,31.68747155960858,36.92404048482026,0.15625
2520,30.2,2,0.2,0.8,0.8645282263153377,-157097.0682502728,-0.002333572918516019,0.002342447919796217,30.69178292743223,36.52135659709062,0.15625
2521,30.21,3,0.30000000000000004,0.7,0.03344944361651238,-157108.01830500644,-0.0023769542862257355,0.0023981199462618837,29.03930478219043,35.067995692938354,0.15625
2522,30.22,3,0.30000000000000004,0.7,0.8237586266869661,-157136.2510855824,-0.00242427625199618,0.0022352694557620867,30.66428475717992,32.175014408155036,0.15625
2523,30.23,2,0.2,0.8,0.06276345542060188,-157240.39378692574,-0.0026783334157237785,0.0023880652423725586,32.94666010622734,31.2933471628041,0.15625
2524,30.24,3,0.30000000000000004,0.7,0.8347518420495816,-157102.284287837,-0.0023079410905055596,0.002718305705027417,29.26059968998314,37.12404110500639,0.15625
2525,30.25,4,0.4,0.6,0.2505802052129685,-157179.9469065019,-0.00248777312756745,0.002479294632459736,29.972543544847156,36.458479120257195,0.15625
2526,30.26,3,0.30000000000000004,0.7,0.706006998747594,-157252.7540794948,-0.0026364539264101105,0.002315759355062219,30.23701726283894,35.846804403046356,0.15625
2527,30.27,2,0.2,0.8,0.853807435799338,-157223.00614601697,-0.0022557745850965965,0.0021049993968405263,29.171641633036064,32.33883012049808,0.15625
2528,30.28,2,0.2,0.8,0.9317781711552975,-157209.42919068955,-0.0020331377746179422,0.0023644131493123907,27.440325976791023,33.02152503254376,0.15625
2529,30.29,1,0.1,0.9,0.8837522544285834,-157286.67207677162,-0.0023680812424995046,0.0027390517915572895,32.99175942825342,37.90395789153141,0.15625
2530,30.3,1,0.1,0.9,0.975822909191787,-157298.0451482512,-0.0025184462873124288,0.0024698227770415205,33.089901313230364,37.89069829760333,0.15625
2531,30.31,1,0.1,0.9,0.905181631146313,-157266.7568261124,-0.002627654311971556,0.0021069081226235673,33.29538314113704,34.073901862107434,0.15625
2532,30.32,1,0.1,0.9,0.6745049838711612,-157272.73935281998,-0.002129849211232339,0.002294391939479985,26.741799342681755,33.6510674666655,0.15625
2533,30.33,2,0.2,0.8,0.9269554592224214,-157227.0338719032,-0.002050082733600377,0.002464797287545381,25.587959679397656,36.28532586040126,0.15625
2534,30.34,2,0.2,0.8,0.8430567378356829,-157172.62848722033,-0.0025224756386330073,0.002401289722181312,32.03159748792313,35.446838687339934,0.15625
2535,30.35,2,0.2,0.8,0.7031576593621269,-157200.94438860362,-0.002452233052184529,0.0025873007829211774,31.990601785679647,37.95257036931002,0.15625
2536,30.36,3,0.30000000000000004,0.7,0.6865052103022014,-157156.53440032311,-0.002333026011446572,0.0027095553869303348,29.10714338811828,37.81342449024968,0.15625
2537,30.37,2,0.2,0.8,0.05665849390656688,-157243.33921793668,-0.0023995213709912078,0.002333885899748694,28.371680814190753,33.02888044152858,0.15625
2538,30.38,2,0.2,0.8,0.6576827751135847,-157133.4520779745,-0.0024424685205012443,0.002043951930221254,28.698387549511665,31.86330128220055,0.15625
2539,30.39,2,0.2,0.8,0.83754674037015,-157313.47537125123,-0.002417798510776277,0.0024279926987064732,28.49481593056987,36.38737060963974,0.15625
2540,30.4,2,0.2,0.8,0.16959362627442068,-157212.7888229705,-0.0022141830636137234,0.002754604219025054,30.947299011360847,41.242134396917024,0.15625
2541,30.41,2,0.2,0.8,0.601949439151866,-157204.438924221,-0.002224073447357864,0.0025185841530293938,31.40026094925371,35.53724981151973,0.15625
2542,30.42,3,0.30000000000000004,0.7,0.6745186685566016,-157167.44009861685,-0.002637709027420785,0.0020636301016669764,34.70393442435027,29.20518639708077,0.15625
2543,30.43,2,0.2,0.8,0.5211077090997998,-157257.26565551377,-0.0023339002131052325,0.002147479609407577,29.332470758305877,30.778412640118084,0.15625
2544,30.44,3,0.30000000000000004,0.7,0.746443414504619,-157226.87712876013,-0.0023675374527427416,0.0025904830776967962,27.960677989052517,38.79922984658927,0.15625
2545,30.45,3,0.30000000000000004,0.7,0.49548278345974517,-157186.0206753752,-0.0024640373158769293,0.0024372348076556706,28.901657112795263,35.89830895363013,0.15625
2546,30.46,2,0.2,0.8,0.07042289748848976,-157288.3917766667,-0.0021539123250396987,0.0023766457670650826,27.75358609558461,37.373518382479745,0.15625
2547,30.47,2,0.2,0.8,0.762620966783359,-157232.74791021517,-0.0025372057170888387,0.0025011843526502623,29.64299262026531,33.910252075009005,0.15625
2548,30.48,3,0.30000000000000004,0.7,0.4533969247628391,-157334.07800136352,-0.00234807265889199,0.0022801790300154205,30.253106060066013,33.00157157638742,0.15625
2549,30.49,3,0.30000000000000004,0.7,0.5656476137895103,-157238.12892321838,-0.0023958342034878823,0.0022463780148900448,33.22020360300436,32.80910080776497,0.15625
2550,30.5,2,0.2,0.8,0.7210915240786441,-157340.99100462734,-0.002565558992564844,0.002773183654327528,30.590755265384402,37.928343396146005,0.15625
2551,30.51,2,0.2,0.8,0.8551071471451912,-157190.78211664318,-0.0022605318112104813,0.0022995334721434835,30.30354012107925,35.797877964450876,0.15625
2552,30.52,2,0.2,0.8,0.8213012609652515,-157309.85489487136,-0.002424215367097826,0.002247494599458329,28.268908445279443,33.86962675418717,0.15625
2553,30.53,3,0.30000000000000004,0.7,0.5909037205209934,-157258.3131599404,-0.0025256405031440325,0.0025856296165670412,30.774507236053495,38.23020583247741,0.15625
2554,30.54,4,0.4,0.6,0.7532717095577047,-157222.4892085873,-0.0022013630746648668,0.0022459731570472065,29.28681804215666,33.380468874641295,0.15625
2555,30.55,4,0.4,0.6,0.7643302145096398,-157184.17172210084,-0.00242741992087722,0.002563184717926369,30.36791055955751,35.130794908198766,0.15625
2556,30.56,4,0.4,0.6,0.7562660182064415,-157171.5033966667,-0.002521260633337479,0.0025475312161898846,29.854912087951817,33.87273130956141,0.15625
2557,30.57,4,0.4,0.6,0.7051420635407192,-157356.00117455155,-0.00232128131380924,0.0021429126088606215,28.926498984687306,32.45086623245885,0.15625
2558,30.58,3,0.30000000000000004,0.7,0.4992204122257106,-157270.1878975969,-0.002567620673054455,0.0023005040086982696,30.764644333026002,31.917399068519014,0.15625
2559,30.59,3,0.30000000000000004,0.7,0.7962868593862753,-157253.30281513373,-0.0023791632554787385,0.0024450566741276315,31.307587765850496,37.19845459557102,0.15625
2560,30.6,3,0.30000000000000004,0.7,0.5874469661564138,-157330.11729410134,-0.0023213434527525286,0.0025407615218699577,31.046157456527315,36.447796619410425,0.15625
2561,30.61,2,0.2,0.8,0.6620293210961212,-157313.4323899658,-0.002544872184051641,0.002578885331932906,30.74362640546771,35.45344359464072,0.15625
2562,30.62,3,0.30000000000000004,0.7,0.5750027704534314,-157240.822836297,-0.002478352682069661,0.0020955198735166944,32.05597611541949,31.524110755138498,0.15625
2563,30.63,3,0.30000000000000004,0.7,0.6150308812248281,-157268.83226226084,-0.002338348149970261,0.0023374030724751783,28.24499556520744,32.796783450269196,0.15625
2564,30.64,2,0.2,0.8,0.22619416346584398,-157373.6450075839,-0.002163407790162742,0.002615743886982296,28.353390888481755,37.2358682287037,0.15625
2565,30.65,4,0.4,0.6,0.1023497334580541,-157196.25180645395,-0.0026426251108453785,0.002395422875535066,33.8594065142052,34.42628917054208,0.15625
2566,30.66,4,0.4,0.6,0.6690132890150611,-157190.86446048558,-0.002585082559961684,0.0022734577508091874,31.481839722446956,33.68121027953993,0.15625
2567,30.67,4,0.4,0.6,0.6986912296442417,-157152.07478585467,-0.002273163371716016,0.002379771373092553,29.43449562269719,34.31509878274865,0.15625
2568,30.68,5,0.5,0.5,0.12213355591704497,-157197.41825475878,-0.002465855331593022,0.002578019505178967,29.453237287445766,34.83568918724804,0.15625
2569,30.69,4,0.4,0.6,0.44381924720426386,-157337.52612382945,-0.002374729985005073,0.002268478212300076,30.469496476233076,32.02144485001795,0.15625
2570,30.7,5,0.5,0.5,0.10090410412016683,-157190.77468996285,-0.002327596006306822,0.0022505808154735848,29.754269673887233,33.20993037347861,0.15625
2571,30.71,5,0.5,0.5,0.29885651935897306,-157254.73170309057,-0.0026579224155135897,0.0024959503238945004,31.378765095321423,33.9799998066522,0.15625
2572,30.72,4,0.4,0.6,0.4828533788516819,-157158.95380205652,-0.002393516472689208,0.002585327614692017,28.922797687394034,34.85483679160356,0.15625
2573,30.73,5,0.5,0.5,0.11504282036905351,-157305.10753760143,-0.0022902813377231853,0.0023868694411406308,30.298094644398514,34.42581750544053,0.15625
2574,30.74,4,0.4,0.6,0.47871679169836795,-157237.3593788666,-0.00252381531978586,0.002356426821764221,32.32890582055488,32.5751285010401,0.15625
2575,30.75,3,0.30000000000000004,0.7,0.47824660948779874,-157247.40342999948,-0.002356936601120529,0.0022890310804802288,30.98009994364591,33.44066088713624,0.15625
2576,30.76,3,0.30000000000000004,0.7,0.7919812913683709,-157286.88510246243,-0.0027111543470068724,0.002495338118445948,33.09766051944416,34.63705007805427,0.15625
2577,30.77,3,0.30000000000000004,0.7,0.6707900908933413,-157223.09689564205,-0.002487530961994899,0.0025454933495308576,29.302057850175295,36.70309021213951,0.15625
2578,30.78,3,0.30000000000000004,0.7,0.6265756305164678,-157302.0541212059,-0.0018923686818230793,0.0023339392443355172,25.839793379776538,35.09292622344177,0.15625
2579,30.79,4,0.4,0.6,0.4740537808377563,-157213.55145979364,-0.002321669796346801,0.0024630053922576195,28.28124894280684,34.52520939234673,0.15625
2580,30.8,4,0.4,0.6,0.47959137936288493,-157280.9433221399,-0.0026423893087195297,0.0021763590900564615,33.832624466170195,32.144796041484845,0.15625
2581,30.81,4,0.4,0.6,0.4004798171693552,-157241.00869786664,-0.002555763427226717,0.002433713880940711,31.539718434538106,35.402932071022626,0.15625
2582,30.82,4,0.4,0.6,0.4207165603535988,-157274.2848231436,-0.0024631556003802887,0.0026266443511962813,29.98498768711548,36.08254432932609,0.15625
2583,30.83,3,0.30000000000000004,0.7,0.4005608878238491,-157260.76159598966,-0.0022002625621194813,0.0023535320663375147,28.3258983651526,33.79115242335331,0.15625
2584,30.84,3,0.30000000000000004,0.7,0.643074707411386,-157299.2068680871,-0.002349183702651589,0.0022435391523954427,28.63758230533441,33.393151035910115,0.15625
2585,30.85,4,0.4,0.6,0.5290869437122826,-157214.79801792538,-0.0027293109892843706,0.0024266285028544583,32.88811227724766,32.9589172666476,0.15625
2586,30.86,5,0.5,0.5,0.23959886068998415,-157252.15259036174,-0.002360350988138546,0.002534654161520292,30.360808655375305,35.96440881719075,0.15625
2587,30.87,4,0.4,0.6,0.25571471883539587,-157138.69860630695,-0.002355437265168358,0.002318601037808197,30.04263705200291,29.848413924295937,0.15625
2588,30.88,4,0.4,0.6,0.3236691945928886,-157260.03261252723,-0.0021814490369011343,0.002209321268289709,27.776918506159245,31.29954035773968,0.15625
2589,30.89,5,0.5,0.5,0.2867400619164123,-157276.3412822241,-0.0025521774451349524,0.0023275204777746905,31.522088507744122,33.84765564132988,0.15625
2590,30.9,2,0.2,0.8,0.15130001459393239,-157285.11207935007,-0.0026269069161651503,0.0025436153276166555,31.279782070605425,37.31321975495312,0.15625
2591,30.91,2,0.2,0.8,0.40768559879307725,-157312.88583432,-0.0024163303539410925,0.0025120384510475056,31.658308447564128,36.351324969710795,0.15625
2592,30.92,2,0.2,0.8,0.8785438018568449,-157276.40138570784,-0.0024039704416061627,0.0025950809181810833,30.62056298416909,35.79123235708542,0.15625
2593,30.93,2,0.2,0.8,0.6347662145777004,-157351.57473866866,-0.0022685598000722913,0.00227397059166904,28.343122918494664,33.84545332132811,0.15625
2594,30.94,2,0.2,0.8,0.45767193037456877,-157264.927323244,-0.0024742282581145434,0.0022078568235035264,32.0127160611576,33.38657524730437,0.15625
2595,30.95,2,0.2,0.8,0.7329364569900908,-157331.39101929418,-0.002535747145802104,0.00254345940233743,29.705672736257362,37.09003295107456,0.15625
2596,30.96,3,0.30000000000000004,0.7,0.5254844753518055,-157319.3866483491,-0.0022944631710471175,0.0023284909389958775,31.32916623794199,34.76728068109259,0.15625
2597,30.97,3,0.30000000000000004,0.7,0.5572091137967288,-157320.5830023821,-0.002309449308786125,0.0027472776477938596,28.07527062713199,38.92485727643745,0.15625
2598,30.98,3,0.30000000000000004,0.7,0.7408270386290646,-157327.52977544526,-0.002594350359721727,0.002389001077071769,31.102081022372946,32.47111618453841,0.15625
2599,30.99,2,0.2,0.8,0.13294741579224592,-157229.29231971633,-0.00221523394871692,0.002012877307392932,29.910343127306128,30.043319032187057,0.15625
2600,31.0,2,0.2,0.8,0.5611255738080034,-157344.0486434945,-0.0024259686976365056,0.0024570667473341277,32.03222143054279,35.95848423329988,0.15625
2601,31.01,3,0.30000000000000004,0.7,0.3383394257727128,-157338.02673210463,-0.002528237562193024,0.002738467554489977,31.163726281592663,40.242385280080875,0.15625
2602,31.02,2,0.2,0.8,0.5852489777000482,-157325.09600157462,-0.002321856553236087,0.0023646358803130017,28.292361167803932,37.44903947815447,0.15625
2603,31.03,2,0.2,0.8,0.6616942642707087,-157306.2438855261,-0.002548604667172003,0.002217154270899275,29.970514933838434,31.092544615968382,0.15625
2604,31.04,2,0.2,0.8,0.4328566514145443,-157248.86454529274,-0.0021867514855989567,0.002471369785437075,26.739195888812098,36.07843967834398,0.15625
2605,31.05,2,0.2,0.8,0.5211493907208687,-157390.55159845215,-0.0022585543156038845,0.0022765889671940787,30.901949584860276,33.16827050614559,0.15625
2606,31.06,3,0.30000000000000004,0.7,0.42440654819837503,-157365.846469512,-0.0025628382370498424,0.002527211677828417,32.377720372450725,37.55590373912912,0.15625
2607,31.07,3,0.30000000000000004,0.7,0.3503847833713848,-157377.3621987083,-0.0025688347758363764,0.002483830393164261,33.397986184811394,36.562343898276225,0.15625
2608,31.08,3,0.30000000000000004,0.7,0.6195480477738848,-157324.30144956813,-0.002334548188927287,0.002401638156987922,27.978692954727084,33.005581866775415,0.15625
2609,31.09,4,0.4,0.6,0.14058538972085421,-157339.5105687285,-0.0021938476600374328,0.002563216453153153,26.37336140440122,35.419708867079734,0.15625
2610,31.1,4,0.4,0.6,0.4314398988476648,-157325.70353849858,-0.0024287373544797193,0.0022944916052187072,30.240262631474515,33.67278813159563,0.15625
2611,31.11,3,0.30000000000000004,0.7,0.6106703978581948,-157296.96316304305,-0.002409401711230113,0.0022008691628827176,30.587580509149877,32.78672265866169,0.15625
2612,31.12,4,0.4,0.6,0.25166145124691974,-157351.6067183407,-0.0021747764591175008,0.0025328485579155747,29.564365085679235,35.3979198348555,0.15625
2613,31.13,3,0.30000000000000004,0.7,0.06604674458166332,-157388.3037870023,-0.0024363120789168947,0.0025448860879883715,29.11697216362275,37.06647943885257,0.15625
2614,31.14,3,0.30000000000000004,0.7,0.5109334764508296,-157341.765094995,-0.002663366083248869,0.002173409299122767,31.29680345061505,33.38502816570136,0.15625
2615,31.15,3,0.30000000000000004,0.7,0.6340913424049209,-157364.47591267328,-0.0023542490593186226,0.002508258624726022,27.49424962982121,36.687549597902084,0.15625
2616,31.16,3,0.30000000000000004,0.7,0.6522818130943842,-157381.82095611258,-0.002412318228482022,0.0025615771932636887,30.180964985361406,34.546101305439386,0.15625
2617,31.17,2,0.2,0.8,0.6466754244448466,-157365.71915193592,-0.0022079421641873456,0.0024204012282888093,29.74100716790781,32.99221003295099,0.15625
2618,31.18,2,0.2,0.8,0.6557291327460631,-157338.22851464618,-0.002440152429617917,0.002470391151780481,32.83344289097832,36.153153227856414,0.15625
2619,31.19,3,0.30000000000000004,0.7,0.09171795146302454,-157465.4707792369,-0.0028825878993442434,0.0023582304358688417,34.38684022665737,33.620314439400396,0.15625
2620,31.2,3,0.30000000000000004,0.7,0.2496406016040282,-157378.04570366084,-0.002213638793536284,0.0023292986797335,27.98981421269838,37.07323415944568,0.15625
2621,31.21,4,0.4,0.6,0.5755570786220825,-157301.22798257225,-0.002256639324790785,0.002549220490280329,26.56667392244214,34.86395100270314,0.15625
2622,31.22,3,0.30000000000000004,0.7,0.45513541621935183,-157319.04364009472,-0.002193949087878715,0.00241971320846359,28.16689803737408,35.99061613824702,0.15625
2623,31.23,2,0.2,0.8,0.579465875741974,-157382.72409742253,-0.002323746944558375,0.002120345956291638,31.834224509890987,31.05500957656746,0.15625
2624,31.24,4,0.4,0.6,0.33406570336317815,-157346.17233332153,-0.0028539731421788595,0.0024613544273987616,36.30575663167654,36.24113856555353,0.15625
2625,31.25,5,0.5,0.5,0.18614750522162038,-157315.6778513115,-0.0024795206952247404,0.002587584775928232,30.005717829187567,36.269034203741015,0.15625
2626,31.26,5,0.5,0.5,0.5724146352827929,-157382.7930235079,-0.001955700817457117,0.0025132213191814464,23.661641416689363,35.78215008789779,0.15625
2627,31.27,6,0.6000000000000001,0.3999999999999999,0.565504162057024,-157347.84612845024,-0.0023695781537270296,0.002357555951030705,26.353578474526834,30.996771050690764,0.15625
2628,31.28,5,0.5,0.5,0.16943283079574595,-157295.4204966508,-0.0024857344126778275,0.001919001601902725,31.895409192469767,27.183453149732234,0.15625
2629,31.29,5,0.5,0.5,0.39037502219445736,-157379.41882940748,-0.002475939577149106,0.002463161710732758,32.44474505444678,33.223589875313266,0.15625
2630,31.3,5,0.5,0.5,0.6318803719181625,-157368.00489173175,-0.0027047696431330907,0.00273275012131437,34.21780615620608,34.01860779290226,0.15625
2631,31.31,4,0.4,0.6,0.43516415073383824,-157381.22273024416,-0.002291259357705441,0.0023804137103109707,30.486718069755003,33.53008967783473,0.15625
2632,31.32,4,0.4,0.6,0.5221912022191282,-157341.8929036748,-0.0024930349637551697,0.002137169983102021,29.82999122168978,30.046503106154685,0.15625
2633,31.33,5,0.5,0.5,0.4413668173641823,-157408.37729329846,-0.0024434534282731396,0.002314035052019282,28.98810709966541,34.532053696066185,0.15625
2634,31.34,4,0.4,0.6,0.5343944692682869,-157365.0599524718,-0.002028415883008548,0.002450564986385889,25.807073751657025,35.19564898361554,0.15625
2635,31.35,4,0.4,0.6,0.5365890811504971,-157396.01028648723,-0.0022995937369528208,0.0025377587846155997,29.36256697225087,37.50896725388907,0.15625
2636,31.36,3,0.30000000000000004,0.7,0.44604053016150197,-157342.60441085827,-0.002786213079498745,0.0023222184095976345,34.44613070475769,33.12656302217264,0.15625
2637,31.37,2,0.2,0.8,0.25332210583157905,-157353.00681591954,-0.002325871639556137,0.0021144807830102545,29.574623145597545,31.34625254222988,0.15625
2638,31.38,2,0.2,0.8,0.5062003095486449,-157450.98228852783,-0.0022997916152177307,0.0026470958886618844,27.817475998803356,35.54333924131291,0.15625
2639,31.39,1,0.1,0.9,0.7420019956431098,-157429.9057852576,-0.0023950547536548852,0.0025636848281581056,30.702566417342002,38.23466588535923,0.15625
2640,31.4,1,0.1,0.9,0.8717804876345361,-157429.10408427197,-0.002424269225245121,0.0022841899799071284,31.175026363876647,37.83567575968293,0.15625
